street_width_prob,street_width_class,street_width_class_true,pavement_type_prob_alcatrao,pavement_type_prob_terra_batida,pavement_type_prob_paralelo,pavement_type_class,pavement_type_class_true
0.4327240288257599,0,1,0.9994736313819885,6.656615005340427e-05,0.00045978676644153893,0,0
0.45428791642189026,0,0,0.6621226668357849,0.0005082318093627691,0.3373691439628601,0,2
0.4978785812854767,0,1,0.96903395652771,0.0009078304865397513,0.030058186501264572,0,0
0.48818251490592957,0,1,0.9991057515144348,0.0002643255575094372,0.000629948393907398,0,0
0.5128400921821594,1,1,0.9999992847442627,1.436375640651022e-07,5.390383535086585e-07,0,0
0.5087900161743164,1,1,0.999957799911499,6.237790330487769e-06,3.5983819543616846e-05,0,0
0.5093275308609009,1,1,0.9999321699142456,1.5966917999321595e-05,5.188974319025874e-05,0,0
0.4931410253047943,0,0,0.9986697435379028,0.0002748981351032853,0.0010553904576227069,0,0
0.4928464889526367,0,1,0.9999560117721558,1.4182714039634448e-05,2.9752423870377243e-05,0,0
0.48845112323760986,0,1,0.9998273253440857,4.753830216941424e-05,0.00012509370571933687,0,0
0.47877341508865356,0,1,0.9988518953323364,0.0001520878286100924,0.0009960879106074572,0,0
0.4795632064342499,0,1,0.9984729886054993,8.840767986839637e-05,0.001438589533790946,0,0
0.4559503495693207,0,1,0.01056303083896637,0.00031132184085436165,0.9891256093978882,2,2
0.48414453864097595,0,1,0.1188182532787323,0.0006315830396488309,0.88055020570755,2,2
0.46951979398727417,0,1,0.9998579025268555,3.254922921769321e-05,0.00010949144052574411,0,0
0.46287742257118225,0,1,0.9987873435020447,0.0004993127076886594,0.0007132855826057494,0,0
0.4150797724723816,0,0,0.9848073720932007,0.011486759409308434,0.003705954411998391,0,0
0.4930223822593689,0,0,0.9998403787612915,4.523615643847734e-05,0.00011428252037148923,0,0
0.5359392762184143,1,0,0.9999867677688599,8.441837735517765e-07,1.2350747056188993e-05,0,0
0.5208647847175598,1,1,0.9999673366546631,6.695581305393716e-06,2.593028693809174e-05,0,0
0.4811633229255676,0,1,0.9955639839172363,0.0011648220242932439,0.0032711951062083244,0,0
0.4370659589767456,0,1,0.99784255027771,0.0006514188135042787,0.0015060491859912872,0,0
0.4146263599395752,0,1,0.9981200098991394,0.0006756248767487705,0.0012043776223435998,0,0
0.5102141499519348,1,1,0.9999241828918457,1.7329590264125727e-05,5.849628723808564e-05,0,0
0.49632444977760315,0,1,0.9999483823776245,5.751423941546818e-06,4.588114461512305e-05,0,0
0.5005984306335449,1,1,0.9999722242355347,3.571831939552794e-06,2.4256165488623083e-05,0,0
0.47593846917152405,0,1,0.9998012185096741,6.594198930542916e-05,0.00013287950423546135,0,0
0.4729074239730835,0,1,0.9998718500137329,2.7617441446636803e-05,0.00010047639079857618,0,0
0.5032551884651184,1,1,0.9999265670776367,2.0530340407276526e-05,5.2983778005000204e-05,0,0
0.45251771807670593,0,1,0.9995144605636597,0.00022511409770231694,0.00026051135500892997,0,0
0.5102141499519348,1,1,0.9999241828918457,1.7329590264125727e-05,5.849628723808564e-05,0,0
0.49632444977760315,0,1,0.9999483823776245,5.751423941546818e-06,4.588114461512305e-05,0,0
0.5005984306335449,1,1,0.9999722242355347,3.571831939552794e-06,2.4256165488623083e-05,0,0
0.5114704370498657,1,1,0.999840259552002,2.0875284462817945e-05,0.00013884199142921716,0,0
0.5312618613243103,1,1,0.9999932050704956,1.1451306818344165e-06,5.555095413001254e-06,0,0
0.5251852869987488,1,1,0.9999972581863403,4.552535983748385e-07,2.2754782094125403e-06,0,0
0.5325503349304199,1,1,0.9999990463256836,9.685395241376682e-08,8.273860885310569e-07,0,0
0.5278985500335693,1,1,0.9999837875366211,3.6827270832873182e-06,1.2473055903683417e-05,0,0
0.49381527304649353,0,0,0.9998728036880493,1.857761526480317e-05,0.00010859551548492163,0,0
0.5135645270347595,1,1,0.9999711513519287,4.6847744670230895e-06,2.4193899662350304e-05,0,0
0.5022780299186707,1,1,0.9999788999557495,2.1794414806208806e-06,1.8987024304806255e-05,0,0
0.478638231754303,0,1,0.9996210336685181,4.938845813740045e-05,0.0003296037029940635,0,0
0.48676544427871704,0,1,0.9998675584793091,2.8127882615081035e-05,0.00010433130228193477,0,1
0.46962758898735046,0,1,0.9980965256690979,0.00031593814492225647,0.0015875541139394045,0,1
0.4491381049156189,0,1,0.9960071444511414,0.0017440910451114178,0.0022488355170935392,0,0
0.4895581901073456,0,1,0.9999538660049438,9.222776498063467e-06,3.693109829328023e-05,0,0
0.4053436517715454,0,0,0.9978050589561462,0.0006641329382546246,0.0015308745205402374,0,0
0.5296668410301208,1,1,0.9999841451644897,2.556840854595066e-06,1.3375682101468556e-05,0,0
0.528741180896759,1,1,0.9999958276748657,9.937421054928564e-07,3.2378979994973633e-06,0,0
0.48751652240753174,0,1,0.9999938011169434,1.098774646379752e-06,5.160933142178692e-06,0,0
0.5311415195465088,1,1,0.9999979734420776,1.689465563003978e-07,1.9228734799980884e-06,0,0
0.48659688234329224,0,1,0.9999949932098389,5.697554001926619e-07,4.379054644232383e-06,0,0
0.5080530047416687,1,1,0.9999934434890747,8.017833579287981e-07,5.666433480655542e-06,0,0
0.4588239789009094,0,1,0.9989209175109863,0.0004931196453981102,0.0005860204109922051,0,0
0.4926224648952484,0,1,0.9999303817749023,1.543457619845867e-05,5.4177799029275775e-05,0,0
0.49814996123313904,0,1,0.9995794892311096,7.99724439275451e-05,0.0003405380994081497,0,0
0.5245728492736816,1,1,0.9999212026596069,2.2778964194003493e-05,5.606786362477578e-05,0,0
0.4965628981590271,0,1,0.9999957084655762,5.116451688991219e-07,3.857884166791337e-06,0,0
0.4780016541481018,0,1,0.9968609809875488,0.0007895235903561115,0.002349519869312644,0,0
0.5087072253227234,1,1,0.9999370574951172,2.4610082618892193e-05,3.8439251511590555e-05,0,0
0.5212945342063904,1,1,0.9987465143203735,0.00013785841292701662,0.0011156117543578148,0,0
0.540118932723999,1,1,0.9982038736343384,0.0005018439260311425,0.001294327317737043,0,0
0.4685874879360199,0,1,0.9784866571426392,0.012956099584698677,0.008557246066629887,0,0
0.49712544679641724,0,1,0.9999182224273682,2.1533209292101674e-05,6.016109909978695e-05,0,0
0.504863440990448,1,1,0.9997996687889099,4.55284389317967e-05,0.00015478052955586463,0,0
0.45568060874938965,0,1,0.009054417721927166,0.0001274401874979958,0.9908181428909302,2,2
0.4875500798225403,0,1,0.9999537467956543,1.0922028195636813e-05,3.52939787262585e-05,0,0
0.5058321356773376,1,1,0.993158757686615,0.0008104814914986491,0.006030749995261431,0,0
0.4860977232456207,0,1,0.9999293088912964,1.504312331235269e-05,5.569500717683695e-05,0,0
0.5122025609016418,1,1,0.9999629259109497,4.958733825333184e-06,3.2055693736765534e-05,0,0
0.3896969258785248,0,0,0.8305052518844604,0.12655045092105865,0.04294431954622269,0,1
0.5063090920448303,1,1,0.9994890689849854,6.165076774777845e-05,0.000449333805590868,0,0
0.4782160222530365,0,1,0.9998792409896851,3.6256180464988574e-05,8.453619375359267e-05,0,0
0.4844991862773895,0,1,0.995063841342926,6.363587453961372e-05,0.0048725963570177555,0,0
0.4965248703956604,0,1,0.9996070265769958,0.0001424293004674837,0.00025057268794626,0,0
0.5199733972549438,1,1,0.9999884366989136,2.7304324703436578e-06,8.79815524967853e-06,0,0
0.5087080597877502,1,1,0.9997828602790833,4.773730688611977e-05,0.0001694183301879093,0,0
0.4646393954753876,0,0,0.9988589286804199,0.00033042015274986625,0.0008106593741104007,0,1
0.5169564485549927,1,0,0.9999876022338867,1.3943944168204325e-06,1.0945807844109368e-05,0,0
0.4734080135822296,0,1,0.9999074935913086,1.0669135917851236e-05,8.178762800525874e-05,0,0
0.5097743272781372,1,0,0.9999767541885376,2.950181169580901e-06,2.0274183043511584e-05,0,0
0.5284836888313293,1,1,0.999992847442627,8.982162853499176e-07,6.2298704506247304e-06,0,0
0.5037502646446228,1,1,0.9999984502792358,2.0843592096753127e-07,1.2908780036013923e-06,0,0
0.4940088391304016,0,0,0.9999939203262329,9.334282822237583e-07,5.165591574041173e-06,0,0
0.5197886228561401,1,1,0.9999960660934448,8.065971996984445e-07,3.1207864594762214e-06,0,0
0.5421040654182434,1,1,0.9998672008514404,2.9727376386290416e-05,0.00010307575576007366,0,0
0.4749877154827118,0,1,0.9999831914901733,1.0511000709811924e-06,1.571320535731502e-05,0,0
0.5029905438423157,1,1,0.9993612170219421,0.00012485403567552567,0.0005139687564224005,0,0
0.49622979760169983,0,1,0.9969280362129211,0.0003392282233107835,0.0027327772695571184,0,0
0.4865323603153229,0,0,0.991567075252533,0.0013758465647697449,0.007057019043713808,0,0
0.5002428293228149,1,1,0.9999806880950928,4.951648406859022e-06,1.4282775737228803e-05,0,0
0.430646151304245,0,1,0.9971699118614197,0.00043668606667779386,0.002393314614892006,0,0
0.5090309381484985,1,1,0.9999210834503174,1.2140938451921102e-05,6.675899203401059e-05,0,0
0.5167061686515808,1,1,0.999940037727356,1.1545752386155073e-05,4.840468318434432e-05,0,0
0.47362157702445984,0,1,0.9999353885650635,9.610153938410804e-06,5.4996937251416966e-05,0,0
0.4885943531990051,0,1,0.999992847442627,1.701492578831676e-06,5.447814601211576e-06,0,0
0.4974793493747711,0,1,0.9999604225158691,3.482776264718268e-06,3.6151428503217176e-05,0,0
0.4878661036491394,0,1,0.999235987663269,0.00022156714112497866,0.000542457855772227,0,0
0.4973667860031128,0,1,0.9997594952583313,6.232222222024575e-05,0.00017816587933339179,0,0
0.48991382122039795,0,0,0.9994379878044128,8.311621786560863e-05,0.00047883999650366604,0,0
0.44978126883506775,0,1,0.9967591166496277,0.000698285351973027,0.0025426067877560854,0,0
0.515787661075592,1,1,0.9996836185455322,6.0385784308891743e-05,0.000255947292316705,0,0
0.5201714634895325,1,1,0.9999449253082275,1.5582954802084714e-05,3.946413198718801e-05,0,0
0.5058426260948181,1,1,0.9999855756759644,8.304294283334457e-07,1.3575446246250067e-05,0,0
0.4818544387817383,0,1,0.999976396560669,3.9074143387551885e-06,1.9611557945609093e-05,0,0
0.4991527199745178,0,1,0.9995889067649841,8.414908370468765e-05,0.0003269944863859564,0,0
0.5317801833152771,1,1,0.9988493919372559,0.00027870485791936517,0.0008718897006474435,0,0
0.43989697098731995,0,0,0.29797762632369995,0.6801357269287109,0.021886616945266724,1,1
0.4912366271018982,0,0,0.5832706689834595,0.330980509519577,0.08574884384870529,0,1
0.4603283107280731,0,0,0.08404364436864853,0.8734530210494995,0.04250333830714226,1,1
