,class_prob,class_pred,class_true
0,0.5958947539329529,1,1
1,0.6912946701049805,1,0
2,0.5779243111610413,1,1
3,0.5679614543914795,1,0
4,0.45703646540641785,0,0
5,0.6167033910751343,1,0
6,0.4698251187801361,0,1
7,0.41156551241874695,0,1
8,0.7081475257873535,1,1
9,0.6394121646881104,1,0
10,0.5757997035980225,1,1
11,0.4126206636428833,0,1
12,0.7243760824203491,1,1
13,0.5423954129219055,1,1
14,0.6903573870658875,1,1
15,0.6273386478424072,1,1
16,0.67662113904953,1,0
17,0.6130667924880981,1,0
18,0.5132014751434326,1,1
19,0.6273386478424072,1,1
20,0.67662113904953,1,0
21,0.6130667924880981,1,0
22,0.6987080574035645,1,1
23,0.6593621373176575,1,0
24,0.6035027503967285,1,0
25,0.5791091918945312,1,0
26,0.5195895433425903,1,1
27,0.7400059700012207,1,1
28,0.5728685259819031,1,1
29,0.553992748260498,1,0
30,0.659519374370575,1,0
31,0.5186810493469238,1,1
32,0.5747546553611755,1,1
33,0.6092957854270935,1,1
34,0.5629772543907166,1,1
35,0.5359410047531128,1,0
36,0.3694784641265869,0,0
37,0.6272160410881042,1,0
38,0.4191427528858185,0,1
39,0.6385000348091125,1,0
40,0.4036303758621216,0,1
41,0.7011621594429016,1,1
42,0.48157626390457153,0,0
43,0.6314641833305359,1,0
44,0.6366526484489441,1,0
45,0.6599120497703552,1,0
46,0.7285879254341125,1,0
47,0.8739640712738037,1,0
48,0.6630128622055054,1,0
49,0.6779907941818237,1,0
50,0.4719103276729584,0,0
51,0.5390432476997375,1,0
52,0.5644484758377075,1,0
53,0.5988213419914246,1,1
54,0.514976441860199,1,0
55,0.5889977812767029,1,0
56,0.822381317615509,1,1
57,0.6552754044532776,1,1
58,0.4452970027923584,0,1
59,0.4771207869052887,0,1
60,0.43679046630859375,0,1
61,0.7339285016059875,1,1
62,0.6178915500640869,1,1
63,0.5676698088645935,1,0
64,0.4679003953933716,0,0
65,0.669935941696167,1,1
66,0.4719317853450775,0,1
67,0.4874732792377472,0,0
68,0.48693180084228516,0,1
69,0.5600640773773193,1,0
70,0.3942885994911194,0,1
71,0.5233802795410156,1,1
72,0.6504818201065063,1,1
73,0.5752660632133484,1,0
74,0.7013673782348633,1,1
75,0.6604204177856445,1,1
76,0.6817497611045837,1,1
77,0.63010573387146,1,1
78,0.3922020196914673,0,1
79,0.30005329847335815,0,0
80,0.45261454582214355,0,0
81,0.39335548877716064,0,0
82,0.6500674486160278,1,1
83,0.7334486246109009,1,1
84,0.5361107587814331,1,1
85,0.7213277816772461,1,1
86,0.7395647764205933,1,1
87,0.5914176106452942,1,1
88,0.5629454851150513,1,1
89,0.5721550583839417,1,1
90,0.6768625378608704,1,1
91,0.5648447871208191,1,0
92,0.44929033517837524,0,0
93,0.4914006292819977,0,1
94,0.6156089901924133,1,1
95,0.6043767929077148,1,1
96,0.5052248239517212,1,1
97,0.5916051268577576,1,1
98,0.6731243133544922,1,1
99,0.5867620706558228,1,1
100,0.5208705067634583,1,0
101,0.5914341807365417,1,0
102,0.719243049621582,1,1
103,0.5692793726921082,1,1
104,0.6510589122772217,1,1
