cluster;data_da;data_a;numero_presenze;layer_id;layer_nome;dettaglio(secondi)
Presenze;2017-10-15T21:00:00Z;2017-10-15T22:00:00Z;2848;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-15T20:00:00Z;2017-10-15T21:00:00Z;2846;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-15T19:00:00Z;2017-10-15T20:00:00Z;2822;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-15T18:00:00Z;2017-10-15T19:00:00Z;2717;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-15T17:00:00Z;2017-10-15T18:00:00Z;2535;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-15T16:00:00Z;2017-10-15T17:00:00Z;2393;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-15T15:00:00Z;2017-10-15T16:00:00Z;2299;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-15T14:00:00Z;2017-10-15T15:00:00Z;2295;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-15T13:00:00Z;2017-10-15T14:00:00Z;2277;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-15T12:00:00Z;2017-10-15T13:00:00Z;2369;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-15T11:00:00Z;2017-10-15T12:00:00Z;2375;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-15T10:00:00Z;2017-10-15T11:00:00Z;2354;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-15T09:00:00Z;2017-10-15T10:00:00Z;2437;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-15T08:00:00Z;2017-10-15T09:00:00Z;2564;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-15T07:00:00Z;2017-10-15T08:00:00Z;2689;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-15T06:00:00Z;2017-10-15T07:00:00Z;2700;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-15T05:00:00Z;2017-10-15T06:00:00Z;2744;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-15T04:00:00Z;2017-10-15T05:00:00Z;2784;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-15T03:00:00Z;2017-10-15T04:00:00Z;2833;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-15T02:00:00Z;2017-10-15T03:00:00Z;2892;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-15T01:00:00Z;2017-10-15T02:00:00Z;3048;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-15T00:00:00Z;2017-10-15T01:00:00Z;3438;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-14T23:00:00Z;2017-10-15T00:00:00Z;3800;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-14T22:00:00Z;2017-10-14T23:00:00Z;4018;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-14T21:00:00Z;2017-10-14T22:00:00Z;3815;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-14T20:00:00Z;2017-10-14T21:00:00Z;3340;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-14T19:00:00Z;2017-10-14T20:00:00Z;3119;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-14T18:00:00Z;2017-10-14T19:00:00Z;2878;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-14T17:00:00Z;2017-10-14T18:00:00Z;2657;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-14T16:00:00Z;2017-10-14T17:00:00Z;2552;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-14T15:00:00Z;2017-10-14T16:00:00Z;2501;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-14T14:00:00Z;2017-10-14T15:00:00Z;2536;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-14T13:00:00Z;2017-10-14T14:00:00Z;2548;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-14T12:00:00Z;2017-10-14T13:00:00Z;2548;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-14T11:00:00Z;2017-10-14T12:00:00Z;2590;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-14T10:00:00Z;2017-10-14T11:00:00Z;2543;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-14T09:00:00Z;2017-10-14T10:00:00Z;2606;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-14T08:00:00Z;2017-10-14T09:00:00Z;2683;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-14T07:00:00Z;2017-10-14T08:00:00Z;2750;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-14T06:00:00Z;2017-10-14T07:00:00Z;2844;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-14T05:00:00Z;2017-10-14T06:00:00Z;2885;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-14T04:00:00Z;2017-10-14T05:00:00Z;2936;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-14T03:00:00Z;2017-10-14T04:00:00Z;2981;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-14T02:00:00Z;2017-10-14T03:00:00Z;3064;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-14T01:00:00Z;2017-10-14T02:00:00Z;3242;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-14T00:00:00Z;2017-10-14T01:00:00Z;3638;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-13T23:00:00Z;2017-10-14T00:00:00Z;4049;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-13T22:00:00Z;2017-10-13T23:00:00Z;4274;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-13T21:00:00Z;2017-10-13T22:00:00Z;3993;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-13T20:00:00Z;2017-10-13T21:00:00Z;3544;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-13T19:00:00Z;2017-10-13T20:00:00Z;3263;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-13T18:00:00Z;2017-10-13T19:00:00Z;3058;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-13T17:00:00Z;2017-10-13T18:00:00Z;2864;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-13T16:00:00Z;2017-10-13T17:00:00Z;2824;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-13T15:00:00Z;2017-10-13T16:00:00Z;2878;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-13T14:00:00Z;2017-10-13T15:00:00Z;2881;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-13T13:00:00Z;2017-10-13T14:00:00Z;2919;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-13T12:00:00Z;2017-10-13T13:00:00Z;2949;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-13T11:00:00Z;2017-10-13T12:00:00Z;2951;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-13T10:00:00Z;2017-10-13T11:00:00Z;3003;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-13T09:00:00Z;2017-10-13T10:00:00Z;3036;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-13T08:00:00Z;2017-10-13T09:00:00Z;2997;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-13T07:00:00Z;2017-10-13T08:00:00Z;2954;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-13T06:00:00Z;2017-10-13T07:00:00Z;2896;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-13T05:00:00Z;2017-10-13T06:00:00Z;2874;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-13T04:00:00Z;2017-10-13T05:00:00Z;2898;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-13T03:00:00Z;2017-10-13T04:00:00Z;2959;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-13T02:00:00Z;2017-10-13T03:00:00Z;2999;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-13T01:00:00Z;2017-10-13T02:00:00Z;3065;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-13T00:00:00Z;2017-10-13T01:00:00Z;3140;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-12T23:00:00Z;2017-10-13T00:00:00Z;3186;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-12T22:00:00Z;2017-10-12T23:00:00Z;3244;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-12T21:00:00Z;2017-10-12T22:00:00Z;3263;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-12T20:00:00Z;2017-10-12T21:00:00Z;3204;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-12T19:00:00Z;2017-10-12T20:00:00Z;3123;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-12T18:00:00Z;2017-10-12T19:00:00Z;2958;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-12T17:00:00Z;2017-10-12T18:00:00Z;2845;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2017-10-12T16:00:00Z;2017-10-12T17:00:00Z;2799;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
