cluster;data_da;data_a;numero_presenze;layer_id;layer_nome;dettaglio(secondi)
Presenze;2018-06-10T21:00:00Z;2018-06-10T22:00:00Z;3278;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-10T20:00:00Z;2018-06-10T21:00:00Z;3324;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-10T19:00:00Z;2018-06-10T20:00:00Z;3318;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-10T18:00:00Z;2018-06-10T19:00:00Z;3187;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-10T17:00:00Z;2018-06-10T18:00:00Z;2980;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-10T16:00:00Z;2018-06-10T17:00:00Z;2855;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-10T15:00:00Z;2018-06-10T16:00:00Z;2818;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-10T14:00:00Z;2018-06-10T15:00:00Z;2759;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-10T13:00:00Z;2018-06-10T14:00:00Z;2752;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-10T12:00:00Z;2018-06-10T13:00:00Z;2770;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-10T11:00:00Z;2018-06-10T12:00:00Z;2733;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-10T10:00:00Z;2018-06-10T11:00:00Z;2667;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-10T09:00:00Z;2018-06-10T10:00:00Z;2660;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-10T08:00:00Z;2018-06-10T09:00:00Z;2690;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-10T07:00:00Z;2018-06-10T08:00:00Z;2770;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-10T06:00:00Z;2018-06-10T07:00:00Z;2824;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-10T05:00:00Z;2018-06-10T06:00:00Z;2840;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-10T04:00:00Z;2018-06-10T05:00:00Z;2920;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-10T03:00:00Z;2018-06-10T04:00:00Z;3017;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-10T02:00:00Z;2018-06-10T03:00:00Z;3110;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-10T01:00:00Z;2018-06-10T02:00:00Z;3326;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-10T00:00:00Z;2018-06-10T01:00:00Z;3765;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-09T23:00:00Z;2018-06-10T00:00:00Z;4295;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-09T22:00:00Z;2018-06-09T23:00:00Z;4847;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-09T21:00:00Z;2018-06-09T22:00:00Z;4790;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-09T20:00:00Z;2018-06-09T21:00:00Z;4339;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-09T19:00:00Z;2018-06-09T20:00:00Z;4079;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-09T18:00:00Z;2018-06-09T19:00:00Z;3870;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-09T17:00:00Z;2018-06-09T18:00:00Z;3665;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-09T16:00:00Z;2018-06-09T17:00:00Z;3458;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-09T15:00:00Z;2018-06-09T16:00:00Z;3351;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-09T14:00:00Z;2018-06-09T15:00:00Z;3267;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-09T13:00:00Z;2018-06-09T14:00:00Z;3203;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-09T12:00:00Z;2018-06-09T13:00:00Z;3168;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-09T11:00:00Z;2018-06-09T12:00:00Z;3168;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-09T10:00:00Z;2018-06-09T11:00:00Z;3112;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-09T09:00:00Z;2018-06-09T10:00:00Z;3068;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-09T08:00:00Z;2018-06-09T09:00:00Z;3085;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-09T07:00:00Z;2018-06-09T08:00:00Z;3054;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-09T06:00:00Z;2018-06-09T07:00:00Z;3072;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-09T05:00:00Z;2018-06-09T06:00:00Z;3065;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-09T04:00:00Z;2018-06-09T05:00:00Z;3122;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-09T03:00:00Z;2018-06-09T04:00:00Z;3191;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-09T02:00:00Z;2018-06-09T03:00:00Z;3274;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-09T01:00:00Z;2018-06-09T02:00:00Z;3437;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-09T00:00:00Z;2018-06-09T01:00:00Z;3851;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-08T23:00:00Z;2018-06-09T00:00:00Z;4375;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-08T22:00:00Z;2018-06-08T23:00:00Z;4667;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-08T21:00:00Z;2018-06-08T22:00:00Z;4369;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-08T20:00:00Z;2018-06-08T21:00:00Z;3883;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-08T19:00:00Z;2018-06-08T20:00:00Z;3684;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-08T18:00:00Z;2018-06-08T19:00:00Z;3484;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-08T17:00:00Z;2018-06-08T18:00:00Z;3366;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-08T16:00:00Z;2018-06-08T17:00:00Z;3306;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-08T15:00:00Z;2018-06-08T16:00:00Z;3304;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-08T14:00:00Z;2018-06-08T15:00:00Z;3281;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-08T13:00:00Z;2018-06-08T14:00:00Z;3320;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-08T12:00:00Z;2018-06-08T13:00:00Z;3362;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-08T11:00:00Z;2018-06-08T12:00:00Z;3348;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-08T10:00:00Z;2018-06-08T11:00:00Z;3280;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-08T09:00:00Z;2018-06-08T10:00:00Z;3247;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-08T08:00:00Z;2018-06-08T09:00:00Z;3213;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-08T07:00:00Z;2018-06-08T08:00:00Z;3153;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-08T06:00:00Z;2018-06-08T07:00:00Z;3097;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-08T05:00:00Z;2018-06-08T06:00:00Z;3062;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-08T04:00:00Z;2018-06-08T05:00:00Z;3173;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-08T03:00:00Z;2018-06-08T04:00:00Z;3285;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-08T02:00:00Z;2018-06-08T03:00:00Z;3396;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-08T01:00:00Z;2018-06-08T02:00:00Z;3492;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-08T00:00:00Z;2018-06-08T01:00:00Z;3622;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-07T23:00:00Z;2018-06-08T00:00:00Z;3748;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-07T22:00:00Z;2018-06-07T23:00:00Z;3919;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-07T21:00:00Z;2018-06-07T22:00:00Z;4054;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-07T20:00:00Z;2018-06-07T21:00:00Z;4102;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-07T19:00:00Z;2018-06-07T20:00:00Z;4109;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-07T18:00:00Z;2018-06-07T19:00:00Z;4041;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-07T17:00:00Z;2018-06-07T18:00:00Z;3994;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-07T16:00:00Z;2018-06-07T17:00:00Z;3953;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-07T15:00:00Z;2018-06-07T16:00:00Z;3918;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-07T14:00:00Z;2018-06-07T15:00:00Z;3800;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-07T13:00:00Z;2018-06-07T14:00:00Z;3726;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-07T12:00:00Z;2018-06-07T13:00:00Z;3653;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-07T11:00:00Z;2018-06-07T12:00:00Z;3588;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-07T10:00:00Z;2018-06-07T11:00:00Z;3506;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-07T09:00:00Z;2018-06-07T10:00:00Z;3406;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-07T08:00:00Z;2018-06-07T09:00:00Z;3344;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-07T07:00:00Z;2018-06-07T08:00:00Z;3219;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-07T06:00:00Z;2018-06-07T07:00:00Z;3148;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-07T05:00:00Z;2018-06-07T06:00:00Z;3065;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-07T04:00:00Z;2018-06-07T05:00:00Z;3104;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-07T03:00:00Z;2018-06-07T04:00:00Z;3171;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-07T02:00:00Z;2018-06-07T03:00:00Z;3233;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-07T01:00:00Z;2018-06-07T02:00:00Z;3286;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-07T00:00:00Z;2018-06-07T01:00:00Z;3348;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-06T23:00:00Z;2018-06-07T00:00:00Z;3430;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-06T22:00:00Z;2018-06-06T23:00:00Z;3512;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-06T21:00:00Z;2018-06-06T22:00:00Z;3636;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-06T20:00:00Z;2018-06-06T21:00:00Z;3682;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-06T19:00:00Z;2018-06-06T20:00:00Z;3690;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-06T18:00:00Z;2018-06-06T19:00:00Z;3641;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-06T17:00:00Z;2018-06-06T18:00:00Z;3562;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-06T16:00:00Z;2018-06-06T17:00:00Z;3471;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-06T15:00:00Z;2018-06-06T16:00:00Z;3461;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-06T14:00:00Z;2018-06-06T15:00:00Z;3474;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-06T13:00:00Z;2018-06-06T14:00:00Z;3432;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-06T12:00:00Z;2018-06-06T13:00:00Z;3338;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-06T11:00:00Z;2018-06-06T12:00:00Z;3274;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-06T10:00:00Z;2018-06-06T11:00:00Z;3266;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-06T09:00:00Z;2018-06-06T10:00:00Z;3275;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-06T08:00:00Z;2018-06-06T09:00:00Z;3184;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-06T07:00:00Z;2018-06-06T08:00:00Z;3145;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-06T06:00:00Z;2018-06-06T07:00:00Z;3147;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-06T05:00:00Z;2018-06-06T06:00:00Z;3114;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-06T04:00:00Z;2018-06-06T05:00:00Z;3178;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-06T03:00:00Z;2018-06-06T04:00:00Z;3286;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-06T02:00:00Z;2018-06-06T03:00:00Z;3391;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-06T01:00:00Z;2018-06-06T02:00:00Z;3486;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-06T00:00:00Z;2018-06-06T01:00:00Z;3571;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-05T23:00:00Z;2018-06-06T00:00:00Z;3687;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-05T22:00:00Z;2018-06-05T23:00:00Z;3823;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-05T21:00:00Z;2018-06-05T22:00:00Z;3978;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-05T20:00:00Z;2018-06-05T21:00:00Z;4081;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-05T19:00:00Z;2018-06-05T20:00:00Z;4071;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-05T18:00:00Z;2018-06-05T19:00:00Z;3943;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-05T17:00:00Z;2018-06-05T18:00:00Z;3829;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-05T16:00:00Z;2018-06-05T17:00:00Z;3759;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-05T15:00:00Z;2018-06-05T16:00:00Z;3778;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-05T14:00:00Z;2018-06-05T15:00:00Z;3791;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-05T13:00:00Z;2018-06-05T14:00:00Z;3725;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-05T12:00:00Z;2018-06-05T13:00:00Z;3636;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-05T11:00:00Z;2018-06-05T12:00:00Z;3577;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-05T10:00:00Z;2018-06-05T11:00:00Z;3512;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-05T09:00:00Z;2018-06-05T10:00:00Z;3435;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-05T08:00:00Z;2018-06-05T09:00:00Z;3347;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-05T07:00:00Z;2018-06-05T08:00:00Z;3179;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-05T06:00:00Z;2018-06-05T07:00:00Z;3089;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-05T05:00:00Z;2018-06-05T06:00:00Z;2959;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-05T04:00:00Z;2018-06-05T05:00:00Z;3014;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-05T03:00:00Z;2018-06-05T04:00:00Z;3092;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-05T02:00:00Z;2018-06-05T03:00:00Z;3167;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-05T01:00:00Z;2018-06-05T02:00:00Z;3238;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-05T00:00:00Z;2018-06-05T01:00:00Z;3311;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-04T23:00:00Z;2018-06-05T00:00:00Z;3352;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-04T22:00:00Z;2018-06-04T23:00:00Z;3401;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-04T21:00:00Z;2018-06-04T22:00:00Z;3462;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-04T20:00:00Z;2018-06-04T21:00:00Z;3487;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-06-04T19:00:00Z;2018-06-04T20:00:00Z;3547;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
