cluster;data_da;data_a;numero_presenze;layer_id;layer_nome;dettaglio(secondi)
Presenze;2018-03-25T21:00:00Z;2018-03-25T22:00:00Z;3267;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-03-25T20:00:00Z;2018-03-25T21:00:00Z;3373;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-03-25T19:00:00Z;2018-03-25T20:00:00Z;3410;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-03-25T18:00:00Z;2018-03-25T19:00:00Z;3358;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-03-25T17:00:00Z;2018-03-25T18:00:00Z;3229;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-03-25T16:00:00Z;2018-03-25T17:00:00Z;3072;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-03-25T15:00:00Z;2018-03-25T16:00:00Z;2916;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-03-25T14:00:00Z;2018-03-25T15:00:00Z;2853;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-03-25T13:00:00Z;2018-03-25T14:00:00Z;2835;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-03-25T12:00:00Z;2018-03-25T13:00:00Z;2819;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-03-25T11:00:00Z;2018-03-25T12:00:00Z;2826;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-03-25T10:00:00Z;2018-03-25T11:00:00Z;2859;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-03-25T09:00:00Z;2018-03-25T10:00:00Z;2830;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-03-25T08:00:00Z;2018-03-25T09:00:00Z;2853;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-03-25T07:00:00Z;2018-03-25T08:00:00Z;2887;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-03-25T06:00:00Z;2018-03-25T07:00:00Z;2909;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-03-25T05:00:00Z;2018-03-25T06:00:00Z;2964;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-03-25T04:00:00Z;2018-03-25T05:00:00Z;3062;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-03-25T03:00:00Z;2018-03-25T04:00:00Z;3161;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-03-25T02:00:00Z;2018-03-25T03:00:00Z;3279;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-03-25T01:00:00Z;2018-03-25T02:00:00Z;3997;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-03-25T00:00:00Z;2018-03-25T01:00:00Z;4635;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-03-24T23:00:00Z;2018-03-25T00:00:00Z;5241;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-03-24T22:00:00Z;2018-03-24T23:00:00Z;5171;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-03-24T21:00:00Z;2018-03-24T22:00:00Z;4526;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-03-24T20:00:00Z;2018-03-24T21:00:00Z;4049;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-03-24T19:00:00Z;2018-03-24T20:00:00Z;3799;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-03-24T18:00:00Z;2018-03-24T19:00:00Z;3556;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-03-24T17:00:00Z;2018-03-24T18:00:00Z;3460;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-03-24T16:00:00Z;2018-03-24T17:00:00Z;3315;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-03-24T15:00:00Z;2018-03-24T16:00:00Z;3245;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-03-24T14:00:00Z;2018-03-24T15:00:00Z;3199;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-03-24T13:00:00Z;2018-03-24T14:00:00Z;3146;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-03-24T12:00:00Z;2018-03-24T13:00:00Z;3098;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-03-24T11:00:00Z;2018-03-24T12:00:00Z;3057;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-03-24T10:00:00Z;2018-03-24T11:00:00Z;3075;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-03-24T09:00:00Z;2018-03-24T10:00:00Z;3092;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-03-24T08:00:00Z;2018-03-24T09:00:00Z;3077;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
Presenze;2018-03-24T07:00:00Z;2018-03-24T08:00:00Z;3073;5491d6d2-0c9e-47b7-bfde-c84c632efacc;Area 1;3600
