,image,is_irrelevant_prob,is_irrelevant_class,street_width_prob,street_width_class,pavement_type_prob_alcatrao,pavement_type_prob_terra_batida,pavement_type_prob_paralelo,pavement_type_class,quality_prob,quality_class,street_width,pavement_type,pavement_quality,pavement_type_max_prob
0,image0.jpg,0.08523193001747131,0,0.5049049854278564,1,0.9999828338623048,2.2114418243290856e-06,1.4869483493384905e-05,0,0.695534884929657,1,double_car_or_more,alcatrao,high,0.9999828338623048
1,image0angle0.jpg,0.2723080515861511,0,0.5059690475463867,1,0.9999234676361084,1.4414565157494504e-05,6.212793960003182e-05,0,0.6529020071029663,1,double_car_or_more,alcatrao,high,0.9999234676361084
2,image0angle180.jpg,0.18876409530639648,0,0.4336635768413544,0,0.997363030910492,0.0008595235412940383,0.0017774992156773806,0,0.6068947911262512,1,single_car,alcatrao,high,0.997363030910492
3,image0angle270.jpg,0.17439289391040802,0,0.3321025967597961,0,0.9965140223503112,0.001916793058626353,0.0015693167224526405,0,0.3957128822803497,0,single_car,alcatrao,low,0.9965140223503112
4,image0angle90.jpg,0.3372626602649689,0,0.4765782356262207,0,0.9979427456855774,0.00024792845943011343,0.001809302135370672,0,0.3833908140659332,0,single_car,alcatrao,low,0.9979427456855774
5,image1.jpg,0.20367370545864105,0,0.4093359410762787,0,0.9040440917015076,0.0010841829935088754,0.09487171471118927,0,0.6535021066665649,1,single_car,alcatrao,high,0.9040440917015076
6,image10.jpg,0.3803463876247406,0,0.3715227544307709,0,0.8008418083190918,0.17895112931728366,0.020207090303301808,0,0.4180812239646912,0,single_car,alcatrao,low,0.8008418083190918
7,image100.jpg,0.05280699953436852,0,0.4896865785121918,0,0.9999918937683104,9.613606835046082e-07,7.150201327021933e-06,0,0.7374670505523682,1,single_car,alcatrao,high,0.9999918937683104
8,image1000.jpg,0.09421655535697936,0,0.4824480414390564,0,0.99941086769104,3.152430508635007e-05,0.000557600404135883,0,0.5443974137306213,1,single_car,alcatrao,high,0.99941086769104
9,image1000angle0.jpg,0.1650516539812088,0,0.481337696313858,0,0.9995552897453308,3.944356285501272e-05,0.0004052536387462169,0,0.7727954387664795,1,single_car,alcatrao,high,0.9995552897453308
10,image1000angle180.jpg,0.054632920771837234,0,0.4676610827445984,0,0.99904865026474,0.00016388949006795883,0.0007874344009906054,0,0.5911640524864197,1,single_car,alcatrao,high,0.99904865026474
11,image1000angle270.jpg,0.12928898632526398,0,0.4593780040740967,0,0.9552437663078308,0.007363221608102322,0.03739302977919578,0,0.5906344056129456,1,single_car,alcatrao,high,0.9552437663078308
12,image1000angle90.jpg,0.28733018040657043,0,0.460774302482605,0,0.9956740736961364,0.00033104853355325764,0.00399487791582942,0,0.6962153315544128,1,single_car,alcatrao,high,0.9956740736961364
13,image1001.jpg,0.2766163945198059,0,0.4305465817451477,0,0.991828978061676,7.86598538979888e-05,0.008092416450381279,0,0.5693170428276062,1,single_car,alcatrao,high,0.991828978061676
14,image1001angle0.jpg,0.1575085073709488,0,0.3555247485637665,0,0.2952490448951721,0.062003206461668015,0.6427477598190308,2,0.4287780225276947,0,single_car,paralelo,,0.6427477598190308
15,image1001angle180.jpg,0.4198199212551117,0,0.4343404471874237,0,0.9839287996292114,0.013765163719654085,0.0023059609811753035,0,0.4425494968891144,0,single_car,alcatrao,low,0.9839287996292114
16,image1001angle270.jpg,0.25152242183685297,0,0.4699651896953583,0,0.9915806651115416,0.001806367305107415,0.00661291740834713,0,0.5178278684616089,1,single_car,alcatrao,high,0.9915806651115416
17,image1001angle90.jpg,0.4126400053501129,0,0.4295090138912201,0,0.9977490305900574,0.0007449117838405073,0.001505994936451316,0,0.4835388660430908,0,single_car,alcatrao,low,0.9977490305900574
18,image1002.jpg,0.1133250892162323,0,0.4854816198348999,0,0.9987618923187256,0.0004317076818551868,0.000806457013823092,0,0.7278490662574768,1,single_car,alcatrao,high,0.9987618923187256
19,image1002angle0.jpg,0.05458598211407661,0,0.4628351628780365,0,0.9999728202819824,4.684433861257276e-06,2.253643833682873e-05,0,0.4990975558757782,0,single_car,alcatrao,low,0.9999728202819824
20,image1002angle180.jpg,0.12007727473974228,0,0.4535222947597504,0,0.9992725253105164,0.0001965766277862713,0.0005309687694534659,0,0.5966434478759766,1,single_car,alcatrao,high,0.9992725253105164
21,image1002angle270.jpg,0.2375225871801377,0,0.5317066907882689,1,0.9999289512634276,8.163286111084744e-06,6.288730946835129e-05,0,0.6985204219818115,1,double_car_or_more,alcatrao,high,0.9999289512634276
22,image1002angle90.jpg,0.3987341821193695,0,0.5183111429214478,1,0.9997757077217102,4.126765634282492e-05,0.00018310549785383046,0,0.4672528803348541,0,double_car_or_more,alcatrao,low,0.9997757077217102
23,image1003angle0.jpg,0.4359874129295349,0,0.4767399728298187,0,0.8927551507949829,0.002817901549860835,0.10442691296339036,0,0.5724940896034241,1,single_car,alcatrao,high,0.8927551507949829
24,image1003angle180.jpg,0.2798720002174377,0,0.4678872227668762,0,0.9746240973472596,0.0057756397873163215,0.01960026286542416,0,0.5350145101547241,1,single_car,alcatrao,high,0.9746240973472596
25,image1003angle270.jpg,0.15650920569896698,0,0.4685733318328858,0,0.9241538047790528,0.0022211535833776,0.07362494617700578,0,0.5572581291198729,1,single_car,alcatrao,high,0.9241538047790528
26,image1003angle90.jpg,0.5971731543540955,1,0.4570805728435517,0,0.9668780565261841,0.0018025910248979926,0.03131939470767975,0,0.4859963357448578,0,,,,0.9668780565261841
27,image1004.jpg,0.24066801369190216,0,0.4291065037250519,0,0.9781092405319214,0.002425119047984481,0.019465649500489242,0,0.5332942008972168,1,single_car,alcatrao,high,0.9781092405319214
28,image1004angle0.jpg,0.07573762536048889,0,0.4927369356155396,0,0.9988142251968384,0.0002858051448129117,0.0009000662248581649,0,0.5999696850776672,1,single_car,alcatrao,high,0.9988142251968384
29,image1004angle180.jpg,0.06320267915725708,0,0.4857622087001801,0,0.9994818568229676,5.394128675106913e-05,0.000464253476820886,0,0.6211372017860413,1,single_car,alcatrao,high,0.9994818568229676
30,image1004angle270.jpg,0.14130790531635284,0,0.5131938457489014,1,0.9998294115066528,3.3402400731574744e-05,0.0001372016267850995,0,0.6978215575218201,1,double_car_or_more,alcatrao,high,0.9998294115066528
31,image1004angle90.jpg,0.35153335332870483,0,0.46512317657470703,0,0.9979300498962402,0.00023549913021270186,0.001834423281252384,0,0.7449590563774109,1,single_car,alcatrao,high,0.9979300498962402
32,image1005.jpg,0.05569830164313316,0,0.499157190322876,0,0.999958038330078,1.0056141036329793e-05,3.200416176696308e-05,0,0.4937427341938019,0,single_car,alcatrao,low,0.999958038330078
33,image1005angle0.jpg,0.09190428256988524,0,0.4575498402118683,0,0.9974083304405212,0.0006425433093681931,0.0019491885323077442,0,0.4024918377399445,0,single_car,alcatrao,low,0.9974083304405212
34,image1005angle180.jpg,0.13414843380451202,0,0.4242405593395233,0,0.9821723103523254,0.003477252554148436,0.014350401237607002,0,0.4646624028682709,0,single_car,alcatrao,low,0.9821723103523254
35,image1005angle270.jpg,0.4882946312427521,0,0.434533029794693,0,0.9962190985679626,0.002779955742880702,0.0010010175174102187,0,0.43961331248283386,0,single_car,alcatrao,low,0.9962190985679626
36,image1005angle90.jpg,0.4761466085910797,0,0.4816695153713226,0,0.996822953224182,0.0012012099614366893,0.0019758513662964106,0,0.374773234128952,0,single_car,alcatrao,low,0.996822953224182
37,image1006.jpg,0.4714045524597168,0,0.5102078318595886,1,0.8915227055549622,0.001990259625017643,0.10648710280656816,0,0.7963095903396606,1,double_car_or_more,alcatrao,high,0.8915227055549622
38,image1006angle0.jpg,0.15432772040367124,0,0.4755566418170929,0,0.9995883107185364,0.00010510067659197375,0.00030663248617202044,0,0.5667291283607483,1,single_car,alcatrao,high,0.9995883107185364
39,image1006angle180.jpg,0.12267837673425674,0,0.4311767816543579,0,0.9954445362091064,0.0016350637888535855,0.002920337719842792,0,0.5751286745071411,1,single_car,alcatrao,high,0.9954445362091064
40,image1006angle270.jpg,0.18034251034259804,0,0.4461632668972016,0,0.9993951320648192,0.0002167847123928368,0.0003880415169987828,0,0.5827702283859253,1,single_car,alcatrao,high,0.9993951320648192
41,image1006angle90.jpg,0.2647991478443146,0,0.4224854707717896,0,0.9917673468589784,0.004498779773712158,0.0037338510155677795,0,0.6463697552680969,1,single_car,alcatrao,high,0.9917673468589784
42,image1007.jpg,0.13303647935390472,0,0.41394296288490295,0,0.995072066783905,0.0015372218331322074,0.003390683326870203,0,0.482495903968811,0,single_car,alcatrao,low,0.995072066783905
43,image1007angle0.jpg,0.20933876931667328,0,0.457042247056961,0,0.9512935280799866,0.00030718086054548616,0.04839925467967987,0,0.5500776767730713,1,single_car,alcatrao,high,0.9512935280799866
44,image1007angle180.jpg,0.08382722735404967,0,0.4529221951961517,0,0.999952793121338,8.624615475127939e-06,3.856716648442671e-05,0,0.5287497043609619,1,single_car,alcatrao,high,0.999952793121338
45,image1007angle270.jpg,0.5769688487052917,1,0.4384913444519043,0,0.999716818332672,2.9883949537179436e-05,0.0002532385697122663,0,0.5358132719993591,1,,,,0.999716818332672
46,image1007angle90.jpg,0.14815984666347504,0,0.4583495557308197,0,0.9998125433921814,4.423889549798332e-05,0.00014327990356832745,0,0.5630475878715515,1,single_car,alcatrao,high,0.9998125433921814
47,image1008.jpg,0.1691182255744934,0,0.463018149137497,0,0.9987373948097228,0.0002217213768744841,0.0010408996604382992,0,0.5733843445777893,1,single_car,alcatrao,high,0.9987373948097228
48,image1008angle0.jpg,0.2361100614070893,0,0.3189244866371155,0,0.9734926819801332,0.018764756619930267,0.007742566522210835,0,0.5088822245597839,1,single_car,alcatrao,high,0.9734926819801332
49,image1008angle180.jpg,0.09968370944261552,0,0.4964935481548309,0,0.9999904632568359,1.0140953463633195e-06,8.423906365351286e-06,0,0.6556142568588257,1,single_car,alcatrao,high,0.9999904632568359
50,image1008angle270.jpg,0.04344549030065537,0,0.5130301713943481,1,0.9997448325157166,7.736007682979107e-05,0.00017784786177799106,0,0.4643667936325073,0,double_car_or_more,alcatrao,low,0.9997448325157166
51,image1008angle90.jpg,0.0925714746117592,0,0.5118300914764404,1,0.9998169541358948,4.4876655010739335e-05,0.00013809291704092175,0,0.5945396423339844,1,double_car_or_more,alcatrao,high,0.9998169541358948
52,image1009.jpg,0.4546017646789551,0,0.46879059076309204,0,0.9997509121894836,7.545672269770877e-05,0.0001736744015943259,0,0.5626173615455627,1,single_car,alcatrao,high,0.9997509121894836
53,image1009angle0.jpg,0.16606122255325315,0,0.4272121489048004,0,0.8958197236061096,0.0011320501798763873,0.10304826498031616,0,0.6181410551071167,1,single_car,alcatrao,high,0.8958197236061096
54,image1009angle180.jpg,0.16351832449436188,0,0.4624273180961609,0,0.23861098289489746,0.7269007563591003,0.03448822721838951,1,0.3752588331699371,0,single_car,terra_batida,,0.7269007563591003
55,image1009angle270.jpg,0.2594674229621887,0,0.4082423448562622,0,0.36388903856277466,0.5398547649383545,0.09625621885061264,1,0.4891262352466583,0,single_car,terra_batida,,0.5398547649383545
56,image1009angle90.jpg,0.4268288314342499,0,0.5045077800750732,1,0.9985461235046388,0.0004652043280657381,0.0009886811021715405,0,0.4418343305587769,0,double_car_or_more,alcatrao,low,0.9985461235046388
57,image100angle0.jpg,0.029417207464575768,0,0.476052850484848,0,0.9994910955429076,5.243152190814726e-05,0.0004564259434118867,0,0.5085182785987854,1,single_car,alcatrao,high,0.9994910955429076
58,image100angle180.jpg,0.022426633164286613,0,0.4779715538024902,0,0.9999969005584716,1.0879449519052287e-07,2.9541120056819636e-06,0,0.4401362538337708,0,single_car,alcatrao,low,0.9999969005584716
59,image100angle270.jpg,0.1342650204896927,0,0.5012580752372742,1,0.9997395873069764,3.776380981435068e-05,0.00022259484103415161,0,0.5825119614601135,1,double_car_or_more,alcatrao,high,0.9997395873069764
60,image100angle90.jpg,0.13877061009407046,0,0.4058002233505249,0,0.9021785855293274,0.002415189519524575,0.0954061597585678,0,0.5319878458976746,1,single_car,alcatrao,high,0.9021785855293274
61,image101.jpg,0.08243610709905624,0,0.4601703882217407,0,0.9896760582923888,0.0008609420037828388,0.009463023394346235,0,0.5591953992843628,1,single_car,alcatrao,high,0.9896760582923888
