linkid,Region_of_Origin,District_of_Origin,County_of_Origin,Average_Daily_SeniorPopulation_Travelling,key_bus_road,distance_bus_road,key_cascais,distance_cascais,key_metro,distance_metro,key_train,distance_train,key_oeiras,distance_oeiras,linkid_county
537307691,R1 - AM Lisboa,Lisboa,Cascais,108.828102,537321129,10.486728321001642,118,2.022850222246373,Carnide,17.140460471701672,sao-pedro-do-estoril-,0.16318868554244798,889,3.6257407174387857,Cascais
537307799,R1 - AM Lisboa,Setúbal,Barreiro,272.070254,537321129,10.564146411044137,43,2.0483290869211848,Carnide,17.229866989560815,sao-pedro-do-estoril-,0.20680928858040806,889,3.7002100962651046,Cascais
537308658,R1 - AM Lisboa,Lisboa,Oeiras,29.598113,537321129,9.917293378570752,9,2.018581503215313,Carnide,15.998036440882965,sao-pedro-do-estoril-,1.8301680102339848,889,3.452183840150857,Cascais
537309016,R1 - AM Lisboa,Lisboa,Oeiras,29.598113,537321129,9.92837648831036,9,2.065321855464408,Carnide,16.053702868757085,sao-pedro-do-estoril-,1.7165326361850917,889,3.4192812853058347,Cascais
542425754,R1 - AM Lisboa,Lisboa,Cascais,978.157342,537321129,18.67209716350635,101808,2.4318645890183683,Carnide,24.75821785836027,cascais,4.264651175513549,889,11.847481817159993,Cascais
542425759,R1 - AM Lisboa,Lisboa,Cascais,978.157342,537321129,18.141479488516463,101811,2.0668303125525638,Carnide,24.32949733264193,cascais,3.74590493229656,889,11.299713199878346,Cascais
542431125,R1 - AM Lisboa,Lisboa,Cascais,397.641141,537321129,10.004731470314617,9,2.0606647511795,Carnide,16.013765269912895,sao-pedro-do-estoril-,1.9763182014999507,889,3.595216906795378,Cascais
542431125,R1 - AM Lisboa,Lisboa,Oeiras,212.872119,537321129,10.004731470314617,9,2.0606647511795,Carnide,16.013765269912895,sao-pedro-do-estoril-,1.9763182014999507,889,3.595216906795378,Cascais
542431381,R1 - AM Lisboa,Lisboa,Oeiras,29.598113,537321129,9.853194499804324,119,2.175674159288842,Carnide,16.190968317337394,sao-pedro-do-estoril-,1.2252243602144632,889,3.1733513170173433,Cascais
546969503,R1 - AM Lisboa,Lisboa,Oeiras,201.397628,537321129,9.961761827472197,9,2.0431095870503797,Carnide,16.013175746354733,sao-pedro-do-estoril-,1.886333117362475,889,3.517843351903255,Cascais
575038760,R1 - AM Lisboa,Lisboa,Odivelas,770.5142,819525518,14.968228218237215,102,2.578840187378604,Carnide,18.87711818845141,sintra-,4.87112119558868,747,8.68499871170766,Cascais
575038760,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,764.093249,819525518,14.968228218237215,102,2.578840187378604,Carnide,18.87711818845141,sintra-,4.87112119558868,747,8.68499871170766,Cascais
708757992,R1 - AM Lisboa,Lisboa,Cascais,978.157342,910628861,19.443109611939978,101803,2.421605301301797,Carnide,24.68850334258591,cascais,5.762179312442162,889,12.922464279523357,Cascais
708757993,R1 - AM Lisboa,Lisboa,Cascais,978.157342,910628861,19.443510672315444,101803,2.442856557134708,Carnide,24.704115706792976,cascais,5.739251772321429,889,12.91518032066547,Cascais
708757997,R1 - AM Lisboa,Lisboa,Cascais,978.157342,537321129,19.38678013821752,101804,2.4742885562769232,Carnide,24.716716258281988,cascais,5.58782930745728,889,12.82612706592531,Cascais
708757997,R1 - AM Lisboa,Lisboa,Oeiras,433.414238,537321129,19.38678013821752,101804,2.4742885562769232,Carnide,24.716716258281988,cascais,5.58782930745728,889,12.82612706592531,Cascais
708757999,R1 - AM Lisboa,Lisboa,Cascais,978.157342,537321129,19.40032509112389,101804,2.5031236953387688,Carnide,24.76012821974519,cascais,5.557057905281552,889,12.825145592492772,Cascais
708757999,R1 - AM Lisboa,Lisboa,Oeiras,1143.846676,537321129,19.40032509112389,101804,2.5031236953387688,Carnide,24.76012821974519,cascais,5.557057905281552,889,12.825145592492772,Cascais
708758003,R1 - AM Lisboa,Lisboa,Cascais,978.157342,537321129,19.52747822715345,101804,2.6557873045909237,Carnide,24.92416573028752,cascais,5.618661606993141,889,12.932087057504857,Cascais
708758003,R1 - AM Lisboa,Lisboa,Oeiras,1978.570393,537321129,19.52747822715345,101804,2.6557873045909237,Carnide,24.92416573028752,cascais,5.618661606993141,889,12.932087057504857,Cascais
708763107,R1 - AM Lisboa,Lisboa,Cascais,978.157342,537321129,19.097033933656334,101806,2.730388614357284,Carnide,25.116882161346002,cascais,4.694550398771575,889,12.284430260070042,Cascais
708763108,R1 - AM Lisboa,Lisboa,Cascais,978.157342,537321129,19.039131642205813,101806,2.695758451854472,Carnide,25.067873736335287,cascais,4.635545116620144,889,12.22486492406233,Cascais
