X,Y,OBJECTID,ROADINTERSECTIONSID,NO_CROSS_STREETS,EST_CORNERS,STREETS,CROSS_ST1,CROSS_ST2,CROSS_ST3,CROSS_ST4,CROSS_ST5,CROSS_ST6,STREET_NAME1,STREET_NAME2,STREET_NAME3,STREET_NAME4,STREET_NAME5,STREET_NAME6
-80.4832729854518,43.4405810840006,15006,600088,3,2,"COURTLAND AVE E, VERNON AVE",11382,11383,11373,,,,COURTLAND AVE E,VERNON AVE,COURTLAND AVE E,,,
-80.4851904770741,43.4085221817692,15007,602539,3,2,"GOUNDRY CRES, ERINBROOK DR",9657,9639,9740,,,,GOUNDRY CRES,ERINBROOK DR,ERINBROOK DR,,,
-80.5431290802045,43.4312289634079,15008,601804,3,2,"HIDDEN CREEK DR, HOLLYRIDGE CRES",40356,40121,40120,,,,HIDDEN CREEK DR,HIDDEN CREEK DR,HOLLYRIDGE CRES,,,
-80.4489467398579,43.3894285618008,15009,602487,3,2,"WHEATFIELD CRES, BECHTEL DR",22675,21555,21553,,,,WHEATFIELD CRES,BECHTEL DR,BECHTEL DR,,,
-80.4658908929534,43.3906937249326,15010,600253,3,2,"STRASBURG RD, TEMPLEWOOD DR",25590,25589,25584,,,,STRASBURG RD,STRASBURG RD,TEMPLEWOOD DR,,,
-80.4960707793036,43.4527582734284,15011,601693,3,2,"FRANCIS ST N, BELL LANE",8944,8942,8940,,,,FRANCIS ST N,FRANCIS ST N,BELL LANE,,,
-80.4896259555949,43.4670982063777,15012,600546,3,2,"BOEHMER ST, ELMWOOD AVE",10430,11253,11247,,,,BOEHMER ST,ELMWOOD AVE,BOEHMER ST,,,
-80.459345764626,43.4346276100379,15013,601460,3,2,"DIXON ST, ECKERT ST",13260,10960,13302,,,,DIXON ST,DIXON ST,ECKERT ST,,,
-80.5170884307068,43.4002724999597,15014,602293,3,2,"RED CLOVER CRT, RED CLOVER CRES",600754,600752,600751,,,,RED CLOVER CRT,RED CLOVER CRES,RED CLOVER CRES,,,
-80.4765052015936,43.483256884452,15015,600517,2,1,"TYSON DR, PRINCE ST",12640,12639,,,,,TYSON DR,PRINCE ST,,,,
-80.5511069819482,43.4165197763088,15016,600511,3,2,"BENT WILLOW DR, OLD MAPLE LANE",5336,5488,5338,,,,BENT WILLOW DR,OLD MAPLE LANE,OLD MAPLE LANE,,,
-80.5153195741468,43.4428787658735,15017,602368,3,2,"TALBOT ST, LAWRENCE AVE",1224,1225,1719,,,,TALBOT ST,LAWRENCE AVE,LAWRENCE AVE,,,
-80.5318173248121,43.4413002512342,15018,600648,3,2,"HAZELGLEN DR, MARKWOOD DR",8672,8673,8680,,,,HAZELGLEN DR,MARKWOOD DR,HAZELGLEN DR,,,
-80.5011083177932,43.431524348854,15019,600664,3,2,"LAKESIDE DR, BROADLEAF PL",20887,20903,6597,,,,LAKESIDE DR,BROADLEAF PL,LAKESIDE DR,,,
-80.5217370883981,43.433162627581,15020,600963,3,2,"HIGHLAND RD W, EAGEN DR",20702,20757,20703,,,,HIGHLAND RD W,HIGHLAND RD W,EAGEN DR,,,
-80.4976499948706,43.4571401503663,15021,600408,4,4,"LOUISA ST, DUKE ST W",11110,11109,11107,8831,,,LOUISA ST,DUKE ST W,LOUISA ST,DUKE ST W,,
-80.4669094947786,43.454533779549,15022,600135,4,4,"KRUG ST, BECKER ST",9895,9886,9885,9837,,,KRUG ST,BECKER ST,KRUG ST,BECKER ST,,
-80.4268244468038,43.4279343960528,15023,601293,3,2,"PEPPERWOOD CRES, MORGAN AVE",23048,22178,23042,,,,PEPPERWOOD CRES,MORGAN AVE,MORGAN AVE,,,
-80.4675824944289,43.4590853717996,15024,601298,3,2,"ROSEMOUNT DR, BRUCE ST",9866,9864,9867,,,,ROSEMOUNT DR,BRUCE ST,BRUCE ST,,,
-80.4876277042172,43.4607256711159,15025,600330,4,4,"LOUISA ST, ST LEGER ST",7031,603031,7014,11141,,,LOUISA ST,ST LEGER ST,LOUISA ST,ST LEGER ST,,
-80.5238448919311,43.4033034493552,15026,603064,3,2,"GRAVEL RIDGE TRAIL, MELINDA ST",602407,602408,601757,,,,GRAVEL RIDGE TRAIL,MELINDA ST,GRAVEL RIDGE TRAIL,,,
-80.483262402552,43.4221182558041,15027,600999,3,2,"KINGSWOOD DR, ROBERTS CRES",10837,11625,10822,,,,KINGSWOOD DR,ROBERTS CRES,KINGSWOOD DR,,,
-80.48444961379,43.4841322192859,15029,601405,3,2,"WOOLWICH ST, HILLCREST LANE",13057,13058,13060,,,,WOOLWICH ST,WOOLWICH ST,HILLCREST LANE,,,
-80.425080797143,43.4505851073057,15030,601647,3,2,"WENDY CRES, WENDY CRT",22573,22531,22532,,,,WENDY CRES,WENDY CRT,WENDY CRES,,,
-80.4971422027655,43.4563515675555,15031,601516,4,4,"WELLINGTON ST N, DUKE ST W",8830,8831,8832,8829,,,WELLINGTON ST N,DUKE ST W,WELLINGTON ST N,DUKE ST W,,
-80.3825149799596,43.4033012711326,15032,600718,4,4,KING ST E,15976,17360,15976,17360,,,KING ST E,KING ST E,KING ST E,KING ST E,,
-80.5420546963256,43.4212956951464,15033,600502,3,2,"WESTVIEW CRES, WESTVIEW CRT",5441,5439,5578,,,,WESTVIEW CRES,WESTVIEW CRT,WESTVIEW CRES,,,
-80.5165910492825,43.4440424669354,15034,602429,3,2,"KARN ST, LAWRENCE AVE",1230,1255,1226,,,,KARN ST,KARN ST,LAWRENCE AVE,,,
-80.4393242992627,43.4507403222874,15035,600436,4,4,"HOLBORN DR, OLD CHICOPEE DR",11499,23217,11501,11500,,,HOLBORN DR,OLD CHICOPEE DR,HOLBORN DR,OLD CHICOPEE DR,,
-80.418582231601,43.444291975106,15036,602333,3,2,"CORFIELD DR, APPLE TREE DR",40016,22461,40017,,,,CORFIELD DR,CORFIELD DR,APPLE TREE DR,,,
-80.516667963358,43.4280068752117,15037,601271,3,2,"FOREST HILL DR, BUTTONWOOD DR",6213,6214,6185,,,,FOREST HILL DR,BUTTONWOOD DR,FOREST HILL DR,,,
-80.528226452457,43.450190261216,15038,600316,3,2,"ABERDEEN RD, INVERNESS DR",8861,8860,8613,,,,ABERDEEN RD,INVERNESS DR,ABERDEEN RD,,,
-80.4355105107682,43.4711085681667,15039,602224,3,2,"CENTENNIAL RD, FORWELL RD",12099,10247,25486,,,,CENTENNIAL RD,FORWELL RD,FORWELL RD,,,
-80.4714182754547,43.4557775003818,15040,601549,3,2,"DUMFRIES AVE, CHAPEL ST",11266,11278,11283,,,,DUMFRIES AVE,CHAPEL ST,DUMFRIES AVE,,,
-80.4491754768929,43.4458961649671,15041,601618,3,2,"FRANKLIN ST N, PENROSE AVE",23156,23157,23160,,,,FRANKLIN ST N,PENROSE AVE,FRANKLIN ST N,,,
-80.4757501879089,43.4351352130335,15042,602661,3,2,"SYDNEY ST S, LILAC ST",9385,9371,9386,,,,SYDNEY ST S,LILAC ST,SYDNEY ST S,,,
-80.4433915338467,43.4595997286744,15043,602583,3,2,"LORRAINE AVE, MONTCALM DR",15904,15927,15934,,,,LORRAINE AVE,LORRAINE AVE,MONTCALM DR,,,
-80.5104041330649,43.4455861473092,15044,601234,3,2,"PATRICIA AVE, ADELAIDE ST",8738,8542,8739,,,,PATRICIA AVE,ADELAIDE ST,PATRICIA AVE,,,
-80.476995690458,43.495498649403,15045,602708,3,2,"HAWKSWOOD DR, OWL RIDGE ST",540390,540389,540386,,,,HAWKSWOOD DR,HAWKSWOOD DR,OWL RIDGE ST,,,
-80.412258417173,43.4426609226677,15046,603196,3,2,"TREMAINE DR, TREMAINE CRES",601157,601156,601163,,,,TREMAINE DR,TREMAINE DR,TREMAINE CRES,,,
-80.5457919906281,43.4162907795797,15047,600355,4,4,"HIGHVIEW DR, WILLOW GREEN CRT, HICKORY HOLLOW CRES",5506,5502,5337,20851,,,HIGHVIEW DR,WILLOW GREEN CRT,HIGHVIEW DR,HICKORY HOLLOW CRES,,
-80.422768785411,43.377283716954,15048,603107,3,2,"MONARCH WOODS DR, MOSSGROVE DR",601431,601433,601448,,,,MONARCH WOODS DR,MOSSGROVE DR,MONARCH WOODS DR,,,
-80.4966678480381,43.4517877237592,15049,600468,4,4,"FRANCIS ST S, HALLS LANE W",8930,8924,8931,8932,,,FRANCIS ST S,HALLS LANE W,FRANCIS ST S,HALLS LANE W,,
-80.4545789731042,43.3888152551486,15051,601973,3,2,"MACINTOSH PL, ROBERTSON CRES",21407,21406,22796,,,,MACINTOSH PL,ROBERTSON CRES,ROBERTSON CRES,,,
-80.5431738051279,43.4177776267691,15052,601568,3,2,"MEADOW WOODS CRES, ROLLING MEADOWS DR",5394,5495,5456,,,,MEADOW WOODS CRES,ROLLING MEADOWS DR,ROLLING MEADOWS DR,,,
-80.556528876024,43.4219166046076,15053,600375,3,2,"HIGHLAND RD W, GLASGOW ST",602096,5565,5463,,,,HIGHLAND RD W,GLASGOW ST,HIGHLAND RD W,,,
-80.4800368942009,43.4227525818015,15054,600967,3,2,"KINGSWOOD DR, APPALACHIAN CRES",10767,10828,10761,,,,KINGSWOOD DR,APPALACHIAN CRES,KINGSWOOD DR,,,
-80.4578403064178,43.4557290588887,15055,601120,3,2,"CHELSEA RD, WANDSWORTH PL",9950,9949,9948,,,,CHELSEA RD,WANDSWORTH PL,CHELSEA RD,,,
-80.4820018487131,43.4153217872402,15056,601501,3,2,"BLACKHORNE DR, BLACKHORNE CRES",9297,9269,9270,,,,BLACKHORNE DR,BLACKHORNE CRES,BLACKHORNE DR,,,
-80.4635250772715,43.4176128478073,15057,600866,3,2,"FALLOWFIELD DR, JOSHUA ST",600918,600889,600882,,,,FALLOWFIELD DR,JOSHUA ST,FALLOWFIELD DR,,,
-80.5146342298092,43.430196468564,15058,600097,3,2,"WARREN RD, BUTTONWOOD DR",20908,6214,6215,,,,WARREN RD,BUTTONWOOD DR,WARREN RD,,,
-80.4427486419859,43.376583025641,15059,603172,3,2,"SOUTH CREEK DR, ELMBANK TRAIL",601526,103028,601556,,,,SOUTH CREEK DR,ELMBANK TRAIL,SOUTH CREEK DR,,,
-80.4442538313315,43.390127920758,15060,600077,3,2,"BECHTEL DR, ANVIL ST",21524,21540,21525,,,,BECHTEL DR,BECHTEL DR,ANVIL ST,,,
-80.4312647395329,43.4546854924356,15061,600520,3,2,"EBYDALE DR, OLDFIELD DR",15101,15126,15102,,,,EBYDALE DR,OLDFIELD DR,OLDFIELD DR,,,
-80.4714554309546,43.4543356260794,15062,602417,3,2,"MELROSE AVE, SHERIDAN CRT",11280,11268,11272,,,,MELROSE AVE,SHERIDAN CRT,MELROSE AVE,,,
-80.4748619579986,43.4016209029495,15063,601748,3,2,"MCBRINE DR, MCBRINE PL",9586,9585,9598,,,,MCBRINE DR,MCBRINE PL,MCBRINE DR,,,
-80.4058782449298,43.4121486616159,15064,600753,3,2,"GRAND HILL DR, THE KIRKSWAY",16232,16226,16259,,,,GRAND HILL DR,GRAND HILL DR,THE KIRKSWAY,,,
-80.4120582379075,43.4277674153655,15065,602148,3,2,"CHANDOS DR, CHANDOS CRT",22221,22207,22204,,,,CHANDOS DR,CHANDOS CRT,CHANDOS DR,,,
-80.4789999172331,43.3893737995289,15066,603042,3,2,"WOODBINE AVE, PARKVALE DR",600544,600551,600631,,,,WOODBINE AVE,PARKVALE DR,PARKVALE DR,,,
-80.4105575096117,43.3920949938742,15067,600913,3,2,"DURHAM ST, AMHERST DR",22705,16126,22709,,,,DURHAM ST,AMHERST DR,DURHAM ST,,,
-80.4645009376838,43.4415858692299,15068,600343,3,2,"RAYMOND RD, WEBER ST E",10148,10143,10142,,,,RAYMOND RD,WEBER ST E,WEBER ST E,,,
-80.4494484902977,43.4350954387846,15069,600198,4,4,"BROADVIEW AVE, WEBER ST E",13149,13145,602683,10993,,,BROADVIEW AVE,WEBER ST E,BROADVIEW AVE,WEBER ST E,,
-80.4736433410639,43.4499978744635,15070,600640,4,4,"CAMERON ST N, LYDIA ST",11491,9805,9803,9801,,,CAMERON ST N,LYDIA ST,CAMERON ST N,LYDIA ST,,
-80.4131761184502,43.4401962778487,15073,602770,3,2,"WATERBEND CRES, GRASSWOOD ST",601188,601186,601187,,,,WATERBEND CRES,GRASSWOOD ST,WATERBEND CRES,,,
-80.4107510260196,43.4480738493953,15076,602176,3,2,"PEBBLECREEK DR, COUNTRY CLAIR ST",602495,600060,600059,,,,PEBBLECREEK DR,COUNTRY CLAIR ST,PEBBLECREEK DR,,,
-80.4716687440751,43.4785127553362,15078,600650,3,2,"TAGGE ST, TAGGE CRES",12630,603190,12636,,,,TAGGE ST,TAGGE CRES,TAGGE ST,,,
-80.4271364965825,43.3915299219996,15079,600543,3,2,"HOMER WATSON BLVD, OLD CARRIAGE DR",22044,22086,22713,,,,HOMER WATSON BLVD,OLD CARRIAGE DR,HOMER WATSON BLVD,,,
-80.4422289585441,43.4554922565889,15081,602117,3,2,"TECUMSEH CRES, MONTCALM DR",23225,23233,11559,,,,TECUMSEH CRES,MONTCALM DR,MONTCALM DR,,,
-80.4747673233717,43.4496084715733,15082,601299,4,4,"CAMERON ST N, SIMEON ST",9803,9804,9398,9800,,,CAMERON ST N,SIMEON ST,CAMERON ST N,SIMEON ST,,
-80.4962698628245,43.4614197844417,15083,600549,4,4,"BLUCHER ST, AHRENS ST W",11206,11207,11201,11211,,,BLUCHER ST,AHRENS ST W,BLUCHER ST,AHRENS ST W,,
-80.5050210498239,43.4243678189231,15084,602722,3,2,"SWEETBRIAR DR, DUNCAIRN AVE",6236,6396,6395,,,,SWEETBRIAR DR,DUNCAIRN AVE,SWEETBRIAR DR,,,
-80.5524129871259,43.4384979942496,15085,600001,3,2,"COUNTRYSTONE PL, COUNTRYSTONE DR",600833,600736,20432,,,,COUNTRYSTONE PL,COUNTRYSTONE DR,COUNTRYSTONE DR,,,
-80.4526177224213,43.4211780917982,15086,602280,3,2,"TRAYNOR AVE, REYBURN AVE",21836,21833,21834,,,,TRAYNOR AVE,REYBURN AVE,TRAYNOR AVE,,,
-80.5084193181153,43.4548996296004,15087,600320,2,1,"GLASGOW ST, WALTER ST",40031,8865,,,,,GLASGOW ST,WALTER ST,,,,
-80.4271759334445,43.4314673089781,15088,603224,2,1,"THALER AVE, SOUTHILL DR",40002,23047,,,,,THALER AVE,SOUTHILL DR,,,,
-80.4658625777604,43.4180034443987,15089,600738,3,2,"FALLOWFIELD DR, BRITTON PL",600918,601139,600892,,,,FALLOWFIELD DR,FALLOWFIELD DR,BRITTON PL,,,
-80.490038284317,43.4548679336855,15090,601950,3,2,"MAYNARD AVE, AHRENS ST W",6470,6488,6482,,,,MAYNARD AVE,AHRENS ST W,AHRENS ST W,,,
-80.4657529694371,43.4334676129337,15091,600618,3,2,"CARWOOD AVE, DOON RD",600484,10859,10082,,,,CARWOOD AVE,CARWOOD AVE,DOON RD,,,
-80.4584207197188,43.4251990588037,15092,601564,3,2,"CLARK AVE, SIEBERT AVE",10101,22973,22974,,,,CLARK AVE,CLARK AVE,SIEBERT AVE,,,
-80.4120984310432,43.4037698592499,15094,603031,4,4,"DEER RIDGE DR, TERRACE WOOD CRES, LONGVIEW CRES",600089,601515,601507,601505,601515,601507,DEER RIDGE DR,TERRACE WOOD CRES,DEER RIDGE DR,LONGVIEW CRES,TERRACE WOOD CRES,DEER RIDGE DR
-80.5142859419517,43.4560564304274,15095,602186,4,4,"MT HOPE ST, PARK ST",10661,10663,10658,10659,,,MT HOPE ST,PARK ST,MT HOPE ST,PARK ST,,
-80.4878161747459,43.44545623212,15096,600037,4,4,"PETER ST, ST GEORGE ST",11309,11306,11295,11290,,,PETER ST,ST GEORGE ST,PETER ST,ST GEORGE ST,,
-80.4164176431001,43.3790579221685,15097,601085,3,2,"TIMBER RIDGE CRT, SADDLEWOOD DR",102978,40191,40192,,,,TIMBER RIDGE CRT,SADDLEWOOD DR,SADDLEWOOD DR,,,
-80.4984398055298,43.4578476666069,15098,601496,3,2,"DUKE ST W, SHANLEY ST",11109,8820,8819,,,,DUKE ST W,DUKE ST W,SHANLEY ST,,,
-80.4498326153481,43.4296837608546,15099,601674,4,4,"EIGHTH AVE, CONNAUGHT ST",10851,9984,9989,22336,,,EIGHTH AVE,CONNAUGHT ST,EIGHTH AVE,CONNAUGHT ST,,
-80.4670572396182,43.4581742964136,15100,602155,4,4,"FIFE AVE, BRUCE ST",40030,9867,9870,9872,,,FIFE AVE,BRUCE ST,FIFE AVE,BRUCE ST,,
-80.5066025819152,43.4423257279782,15101,600810,3,2,"PATRICIA AVE, METZLOFF DR",8647,8646,1698,,,,PATRICIA AVE,METZLOFF DR,PATRICIA AVE,,,
-80.4703822953898,43.4533475663816,15102,601253,4,4,"KRUG ST, MELROSE AVE",11271,11272,11274,9769,,,KRUG ST,MELROSE AVE,KRUG ST,MELROSE AVE,,
-80.5008781517647,43.4540706538399,15103,601104,3,2,"MOORE AVE, BREITHAUPT ST",8895,601635,1730,,,,MOORE AVE,BREITHAUPT ST,BREITHAUPT ST,,,
-80.5386851859325,43.4250497807316,15104,602494,3,2,"BLACKWELL DR, HIGH ACRES CRES",21171,21161,21177,,,,BLACKWELL DR,HIGH ACRES CRES,BLACKWELL DR,,,
-80.4055302781547,43.3850086123171,15105,602641,3,2,"HOMER WATSON BLVD, 401 TOR ONRAMP",40160,602502,602501,,,,HOMER WATSON BLVD,HOMER WATSON BLVD,401 TOR ONRAMP,,,
-80.4943064423909,43.465542010739,15106,601862,3,2,"FAIRFIELD AVE, CRESTWOOD AVE",11229,11194,11221,,,,FAIRFIELD AVE,FAIRFIELD AVE,CRESTWOOD AVE,,,
-80.4147036883253,43.4415919555721,15107,600081,3,2,"FAIRWAY CRES, FAIRWAY CRT",602101,22418,22429,,,,FAIRWAY CRES,FAIRWAY CRT,FAIRWAY CRES,,,
-80.4959023326022,43.4344654370403,15108,601139,3,2,"STIRLING AVE S, PLEASANT AVE",6446,20972,20883,,,,STIRLING AVE S,PLEASANT AVE,STIRLING AVE S,,,
-80.4240216358259,43.3761989907099,15109,603083,3,2,"THOMAS SLEE DR, ROBERT FERRIE DR ROUNDABOUT",601429,102820,102823,,,,THOMAS SLEE DR,ROBERT FERRIE DR ROUNDABOUT,ROBERT FERRIE DR ROUNDABOUT,,,
-80.4284454340996,43.3873339139157,15110,601482,2,1,"WILFONG DR, MITIERRA DR",22701,22685,,,,,WILFONG DR,MITIERRA DR,,,,
-80.5182269860706,43.4554825249674,15111,601936,3,2,"UNION BLVD, ESSON ST",1649,1660,1342,,,,UNION BLVD,ESSON ST,UNION BLVD,,,
-80.5121351180274,43.4067947811575,15112,600289,3,2,"ACTIVA AVE, BRIDLEWREATH ST",40268,40269,40279,,,,ACTIVA AVE,ACTIVA AVE,BRIDLEWREATH ST,,,
-80.4759819261928,43.4708200100805,15113,600583,2,1,"CAMPBELL AVE, ARNOLD ST",12653,12651,,,,,CAMPBELL AVE,ARNOLD ST,,,,
-80.4469369812783,43.4360438168375,15114,601436,3,2,"FRANKLIN ST N, PROSPECT AVE",13147,13150,10781,,,,FRANKLIN ST N,PROSPECT AVE,FRANKLIN ST N,,,
-80.4924026487446,43.4685838515096,15115,601023,3,2,"ST LEGER ST, OAKWOOD AVE",10586,10589,10592,,,,ST LEGER ST,OAKWOOD AVE,ST LEGER ST,,,
-80.4147189961171,43.4537899250905,15116,601872,3,2,"ZELLER DR, BROOKMEAD ST",602047,600072,601043,,,,ZELLER DR,BROOKMEAD ST,ZELLER DR,,,
-80.4626466790549,43.4458401479854,15117,602632,3,2,"OTTAWA ST N, C_PKY STR OFFRAMP",10127,10124,13282,,,,OTTAWA ST N,OTTAWA ST N,C_PKY STR OFFRAMP,,,
-80.5562855151237,43.4377774547464,15118,603157,3,2,"IRON GATE ST, LEMON GRASS ST",600870,600869,600872,,,,IRON GATE ST,IRON GATE ST,LEMON GRASS ST,,,
-80.414270775675,43.424414137879,15119,602028,3,2,"KING ST E, STONEGATE DR",22396,22244,22167,,,,KING ST E,STONEGATE DR,KING ST E,,,
-80.4287689910897,43.4529890090459,15120,601638,3,2,"BRIERDALE PL, BRIERDALE DR",15115,15114,15113,,,,BRIERDALE PL,BRIERDALE DR,BRIERDALE DR,,,
-80.4735103969506,43.3999014675295,15121,601749,4,4,"TRILLIUM DR, MCBRINE DR",9602,9598,9575,9576,,,TRILLIUM DR,MCBRINE DR,TRILLIUM DR,MCBRINE DR,,
-80.5100075166539,43.4539696248188,15122,600742,3,2,"PARK ST, STRANGE ST",8578,8549,8854,,,,PARK ST,STRANGE ST,PARK ST,,,
-80.4702657498537,43.4693821044026,15123,601129,3,2,"RIVERBEND DR, GUELPH ST",12649,12661,12680,,,,RIVERBEND DR,GUELPH ST,RIVERBEND DR,,,
-80.5411412275646,43.4434465170447,15124,602446,3,2,"GLASGOW ST, SILVERCREST DR",20610,40129,6090,,,,GLASGOW ST,SILVERCREST DR,GLASGOW ST,,,
-80.5085161531054,43.4034947444571,15125,600309,3,2,"MAX BECKER DR, COPPER LEAF CRES",40324,40333,40325,,,,MAX BECKER DR,COPPER LEAF CRES,MAX BECKER DR,,,
-80.4143466927848,43.4424162604692,15126,600082,3,2,"TREMAINE DR, FAIRWAY CRES",601155,602100,602101,,,,TREMAINE DR,FAIRWAY CRES,FAIRWAY CRES,,,
-80.4083936823984,43.4077981835826,15127,600849,3,2,"WINIFRED ST, LANTERN ST",600386,540379,540380,,,,WINIFRED ST,LANTERN ST,LANTERN ST,,,
-80.4905625051621,43.3870257978716,15128,603745,3,2,"FISCHER HALLMAN RD ROUNDABOUT, SEABROOK DR",602310,103576,104444,,,,FISCHER HALLMAN RD ROUNDABOUT,SEABROOK DR,FISCHER HALLMAN RD ROUNDABOUT,,,
-80.430907303543,43.4160070344031,15129,603003,3,2,"STREET C, HIDDEN VALLEY RD",602697,602706,602707,,,,STREET C,HIDDEN VALLEY RD,HIDDEN VALLEY RD,,,
-80.4665623593485,43.3920906804335,15130,603142,3,2,"HURON RD ROUNDABOUT, HURON RD",103093,9571,103097,,,,HURON RD ROUNDABOUT,HURON RD,HURON RD ROUNDABOUT,,,
-80.4887121933812,43.4503784941781,15131,601400,3,2,"QUEEN ST N, GOUDIES LANE",6741,6656,6740,,,,QUEEN ST N,GOUDIES LANE,QUEEN ST N,,,
-80.4732518671571,43.3860674907525,15132,600066,4,4,"BANFFSHIRE ST, DUNBLANE CRT, BANFFSHIRE CRES",600161,600160,600168,600849,,,BANFFSHIRE ST,DUNBLANE CRT,BANFFSHIRE ST,BANFFSHIRE CRES,,
-80.4762463088734,43.4566586429148,15134,600471,3,2,"FREDERICK ST, FILBERT ST",9788,9785,9786,,,,FREDERICK ST,FILBERT ST,FREDERICK ST,,,
-80.5201265829345,43.4548119694543,15135,600262,3,2,"UNION BLVD, SEVERN AVE",1341,1439,1676,,,,UNION BLVD,SEVERN AVE,UNION BLVD,,,
-80.5439459563598,43.43580348692,15136,600638,4,4,"GREENGABLE WAY, WESTFOREST TRAIL",5551,20598,5559,5556,,,GREENGABLE WAY,WESTFOREST TRAIL,GREENGABLE WAY,WESTFOREST TRAIL,,
-80.4544068354029,43.38477080238,15137,601231,3,2,"CHAPEL HILL DR, CARYNDALE DR",22777,22793,22776,,,,CHAPEL HILL DR,CARYNDALE DR,CARYNDALE DR,,,
-80.4741964780223,43.494046968185,15138,601442,3,2,KESTREL ST,540397,540396,540397,,,,KESTREL ST,KESTREL ST,KESTREL ST,,,
-80.4152857627692,43.4234486844184,15139,601582,3,2,"STONEGATE DR, BROOKVIEW CRT",22244,22243,22229,,,,STONEGATE DR,BROOKVIEW CRT,STONEGATE DR,,,
-80.4758485026119,43.4568496023733,15141,601428,3,2,"FREDERICK ST, EAST AVE",9783,9788,9825,,,,FREDERICK ST,FREDERICK ST,EAST AVE,,,
-80.5072480895189,43.4475501845167,15142,600727,4,4,"CHERRY ST, STRANGE ST",8760,8759,8742,8743,,,CHERRY ST,STRANGE ST,CHERRY ST,STRANGE ST,,
-80.5394235385204,43.4344181164844,15145,601038,3,2,"BEECHROYAL PL, WESTFOREST TRAIL",21163,5514,21164,,,,BEECHROYAL PL,WESTFOREST TRAIL,WESTFOREST TRAIL,,,
-80.4977838479135,43.4617757259486,15146,600166,4,4,"GUELPH ST, ELLIS AVE",11181,11177,11179,11204,,,GUELPH ST,ELLIS AVE,GUELPH ST,ELLIS AVE,,
-80.515685230022,43.4414704280077,15147,601528,3,2,"VICTORIA ST S, ALICE AVE",1720,8523,8631,,,,VICTORIA ST S,ALICE AVE,VICTORIA ST S,,,
-80.4834695877257,43.4713882506618,15148,601168,3,2,"UNION ST, BIRCH AVE",6989,6980,10388,,,,UNION ST,UNION ST,BIRCH AVE,,,
-80.4181494698008,43.3935541578026,15149,601933,3,2,"MILL PARK DR, MILL VIEW ST",16081,16090,22083,,,,MILL PARK DR,MILL VIEW ST,MILL PARK DR,,,
-80.5009892933545,43.4040305744249,15150,603014,4,4,"RIEHM ST, HELENA FEASBY ST, FREY CRES",601303,601298,601295,601302,,,RIEHM ST,HELENA FEASBY ST,FREY CRES,HELENA FEASBY ST,,
-80.4535585400585,43.425234095979,15151,601110,3,2,"BYRON AVE, MAYWOOD RD",22946,10736,22948,,,,BYRON AVE,BYRON AVE,MAYWOOD RD,,,
-80.4509746004869,43.430038709692,15152,601174,4,4,"FRANKLIN ST S, CONNAUGHT ST",10996,9986,9988,9984,,,FRANKLIN ST S,CONNAUGHT ST,FRANKLIN ST S,CONNAUGHT ST,,
-80.4324224948759,43.4637113049528,15153,600453,3,2,"KEEWATIN AVE, GLENCLIFFE CRT",40113,40112,25514,,,,KEEWATIN AVE,GLENCLIFFE CRT,KEEWATIN AVE,,,
-80.4511238101511,43.4492654660319,15154,602069,3,2,"CRAIG DR, YULE PL",22923,10210,22885,,,,CRAIG DR,YULE PL,CRAIG DR,,,
-80.500790595878,43.4394833787502,15155,600069,3,2,"SPADINA RD W, VANCAMP AVE",9206,9202,9162,,,,SPADINA RD W,VANCAMP AVE,SPADINA RD W,,,
-80.4743243274875,43.4596878182179,15156,602635,3,2,"EDNA ST, C_PKY STR ONRAMP",12694,15830,12687,,,,EDNA ST,EDNA ST,C_PKY STR ONRAMP,,,
-80.4661408407806,43.4265585806423,15157,601127,3,2,"COURTLAND AVE E, HAYWARD AVE",10747,104704,9416,,,,COURTLAND AVE E,HAYWARD AVE,COURTLAND AVE E,,,
-80.4966347773995,43.4200431343294,15158,602736,3,2,"HOWLAND DR, CARTIER DR",6542,6555,6545,,,,HOWLAND DR,CARTIER DR,HOWLAND DR,,,
-80.3878270969988,43.4034726805378,15159,602482,3,2,"EDGEHILL DR, HELEN AVE",16020,16025,16019,,,,EDGEHILL DR,EDGEHILL DR,HELEN AVE,,,
-80.5100536600377,43.4307451375987,15160,602563,3,2,"FOREST HILL DR, SPRINGBANK CRES",20664,20916,20925,,,,FOREST HILL DR,SPRINGBANK CRES,FOREST HILL DR,,,
-80.4788613677995,43.4336341516123,15161,600682,3,2,"OTTAWA ST S, PATTANDON AVE",11449,11397,10877,,,,OTTAWA ST S,PATTANDON AVE,OTTAWA ST S,,,
-80.460084091607,43.4585905408581,15162,600541,3,2,"ISLINGTON AVE, CAMDEN PL",15855,15827,15824,,,,ISLINGTON AVE,CAMDEN PL,ISLINGTON AVE,,,
-80.4633869195513,43.4325616795975,15163,601567,3,2,"CORNELL AVE, CARLIN AVE",13317,603851,13318,,,,CORNELL AVE,CORNELL AVE,CARLIN AVE,,,
-80.4750289063877,43.4541020366006,15164,600828,4,4,"CHAPEL ST, MERNER AVE",9813,9822,9821,9815,,,CHAPEL ST,MERNER AVE,CHAPEL ST,MERNER AVE,,
